"Uid","Installed_At","Connection_Type","Cpu_Type","Network_Type","Device_Manufacturer","ISP","Country","Country_Subdivision","City","Postal_Code","Language","Device_Name","Device_Type"
"808B8C15F888BB6633A0D0E140AA8AD8","1608909372","Cellular","arm64-v8a","13","INFINIX MOBILITY LIMITED","Idea Cellular","in","National Capital Territory of Delhi","Delhi","110054","en","InfinixX650C","phone"
"491570C086683D467E8BA48A99483B1C","1608908261","Cellular","arm64-v8a","13","Xiaomi","Idea Cellular","in","Madhya Pradesh","Bhopal","462101","en","RedmiNote4","phone"
"6FBBC03C70279B2E44632F3CE9700427","1608909467","Cellular","arm64-v8a","13","vivo","Jio","in","Telangana","Hyderabad","500025","en","vivo1906","phone"
"7DED73F5628BB3AB1F2324B9F7118BF6","1608911401","Cellular","arm64-v8a","0","Realme","Airtel","in","National Capital Territory of Delhi","New Delhi","110008","en","C3","phone"
"732293CDC3AAE9D051795F7626C45F43","1608909507","Cellular","armeabi-v7a","0","Samsung","Airtel","in","West Bengal","Siliguri","734434","en","GalaxyJ7(2016)","phone"
"BF91CD59393C10C990E0AAA306932971","1608909356","Cellular","arm64-v8a","13","Realme","Jio","in","Bihar","Patna","800020","en","X","phone"
"F02D8CD581C605C7ABC574F16D286B59","1608911860","Cellular","arm64-v8a","13","Oppo","Airtel","in","Telangana","Hyderabad","500025","en","A7","phone"
"D9353DD88377BC07769F7A5F86AE6515","1608911906","Cellular","arm64-v8a","0","Oppo","Jio","in","Maharashtra","Pune","411001","en","A5(2020)","phone"
"F6368E69791132938455E19BDFA1BF26","1608909987","Cable/DSL","armeabi-v7a","0","Samsung","Jio","in","Jharkhand","Ranchi","834001","en","GalaxyM11","phone"
"EEC49719F4E797EF8144D372B12AD15E","1607745989","Cellular","armeabi-v7a","15","Samsung","Idea Cellular","in","Punjab","Ludhiana","141203","en","GalaxyJ5Prime","phone"
"D4A2E01905A219A33EA38BB361B93AEA","1607746438","Cellular","arm64-v8a","13","Huawei","Jio","in","Bihar","Patna","800001","en","Honor9i","phone"
"2ADCE844565430D973D79E33E996D791","1607747852","Cellular","armeabi-v7a","13","Xiaomi","Idea Cellular","in","Telangana","Hyderabad","500025","en","Redmi8A","phone"
"91384BF75379740BCB54E7A155E30E01","1607747937","Cellular","arm64-v8a","13","Vivo","Idea Cellular","in","Gujarat","Ahmedabad","380006","en","Y20","phone"
"A2AE44A891987F06B3E3BFE66F851EE0","1607747936","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Odisha","Bhubaneswar","752101","en","RedmiNote5Pro","phone"
"744D5D002B7D375E027603BEC8B6EC82","1607748413","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Bihar","Patna","800020","en","Redmi8","phone"
"328A20EB3711124311B22395D2F2E63F","1607317052","Cellular","arm64-v8a","13","vivo","Airtel","in","Tamil Nadu","Chennai","600002","en","vivo1820","phone"
"B03A78CA64839CEC1BE85601573536D6","1607317313","Cellular","armeabi-v7a","13","Samsung","Vodafone India","in","Kerala","Ernakulam","682012","en","GalaxyJ7Duo","phone"
"D5CD553945068390ADBDA50618062D5C","1607316959","Cellular","armeabi-v7a","2","Micromax","Airtel","in","Bihar","Patna","800002","en","CanvasElanza","phone"
"8448E65F6C12F365AC0077A498425BD8","1607317532","Cellular","arm64-v8a","0","Xiaomi","Jio","in","Haryana","Rohtak","124001","en","RedmiNote7S","phone"
"2AB4E8B0B34676E1A295F8AC8EA52216","1607317815","Cellular","arm64-v8a","13","Oppo","Jio","in","Maharashtra","Pune","411037","en","A312020","phone"
"5C039674413955F3CBF3CA671C056207","1607317760","Cellular","arm64-v8a","13","Gionee","Jio","in","Tamil Nadu","Chennai","600001","en","GIONEEMAX","phone"
"7114C76A00B29C67A33E47A81B1100F3","1590969600","Cellular","armeabi-v7a","13","HMD Global","Jio","in","Odisha","Bhubaneswar","752118","en","Nokia2.1","phone"
"AADCCAC46E3744A382361D4D1EBFFFE0","1607318658","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Chhattisgarh","Raipur","492009","en","RedmiNote8","phone"
"11C8C17DE9C451A25FE8DCB419B637E3","1607318791","Cellular","arm64-v8a","13","Realme","Jio","in","Assam","Guwahati","781021","en","7Pro","phone"
"F49BE42B4C62D57D7BF19D2222C37179","1607319558","Cable/DSL","arm64-v8a","13","Oppo","Alliance Broadband Services Pvt.","in","West Bengal","Balurghat","733145","en","A53","phone"
"F9379DA5B61577AC5CBD186A5CD53652","1607319920","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Telangana","Hyderabad","500025","en","MIMAX2","phone"
"A9448F4030D36EDA08826AD9149990AB","1607255151","Cellular","arm64-v8a","13","vivo","Airtel","in","Bihar","Patna","800001","en","vivo1906","phone"
"FB43363E0D079672F1D5C5A4CC0711B0","1607320166","Cellular","arm64-v8a","13","Motorola","Airtel","in","Bihar","Patna","800027","en","motorolaonefusion+","phone"
"69C452D953735702647D8BCDC9F9F360","1607320284","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Gujarat","Ahmedabad","380001","en","RedmiNote4","phone"
"5AC04908B5D7396DA8C23A5EF230C262","1607320428","Cellular","arm64-v8a","13","Vivo","Airtel","in","Karnataka","Mysore","570004","en","Y20","phone"
"DC659E4DD9B90D4D71E402060CC1B694","1608865498","Cellular","armeabi-v7a","13","Tecno","Airtel","in","Uttar Pradesh","Lucknow","226017","en","TECNOIN2","phone"
"543948C477C87DB3760CDAEEC6B589BD","1608820832","Cellular","arm64-v8a","13","vivo","Jio","in","Rajasthan","Jaipur","302001","en","vivo1907","phone"
"83FF3A88FFB32145E34A2D8E24549133","1608865857","Cellular","arm64-v8a","13","Xiaomi","Airtel","in","Tamil Nadu","Coimbatore","641025","en","RedmiNote5Pro","phone"
"206AFAC91577CC958545808CC102682E","1608865973","Cellular","arm64-v8a","0","Tecno","Jio","in","Gujarat","Ahmedabad","380001","en","TECNOKD7","phone"
"0DA5D57050C0AE10E276AA652790D48F","1608866192","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Punjab","Ludhiana","142027","en","RedmiNote4","phone"
"744B77ABF85C833233C8FA87021B600B","1608866123","Cellular","arm64-v8a","13","Xiaomi","Airtel","in","Bihar","Patna","800001","en","Redmi7","phone"
"186E49B49C8864FC22E88BB7ABD69844","1608866594","Cellular","arm64-v8a","13","Xiaomi","Airtel","in","Rajasthan","Dungarpur","314406","en","RedmiNote8Pro","phone"
"0824604AC4774E7FE6AABCFA060FB06A","1608821100","Cellular","armeabi-v7a","13","Xiaomi","Jio","in","Tamil Nadu","Chennai","600001","en","RedmiY2","phone"
"715AB1867B9D2444B6403CC0902C0316","1608866746","Cellular","armeabi-v7a","13","Samsung","Jio","in","Karnataka","Bengaluru","560002","en","GalaxyJ2","phone"
"F82A7EF9A4D7BC08FFEA69853354D931","1608866836","Cellular","arm64-v8a","0","vivo","Jio","in","Rajasthan","Jaipur","302039","en","vivo1938","phone"
"BD9C4F6D4366764C9459D77C7F3A96E7","1608866958","Cellular","arm64-v8a","13","vivo","Jio","in","Uttar Pradesh","Lucknow","226005","en","vivo1906","phone"
"37A74BFECD26B1523748E312F233AD85","1608867042","Cellular","arm64-v8a","0","Realme","Jio","in","Bihar","Patna","800001","en","5","phone"
"C5D873AD1F61F4882D6D0DD1B6FD76EA","1608867066","Cellular","arm64-v8a","0","Xiaomi","Jio","in","National Capital Territory of Delhi","New Delhi","110008","en","RedmiNote8","phone"
"B0F2040B789246754A8D16872DFF914F","1608867631","Cellular","arm64-v8a","13","vivo","Airtel","in","Madhya Pradesh","Indore","452001","en","vivo1807","phone"
"C6FAE2EC35F3F38DDF95B463DF30AFBF","1608868224","Cellular","armeabi-v7a","0","Unknown","Airtel","in","West Bengal","Siliguri","734010","en","vmos","phone"
"26012E4C7E85734DB1177A3B3FBDD010","1608868677","Cellular","arm64-v8a","0","Xiaomi","Jio","in","Maharashtra","Pune","411038","en","RedmiNote7","phone"
"B7C2EA37E51C40689E9F43B658D04735","1608901257","Cellular","arm64-v8a","0","Xiaomi","Jio","in","Punjab","Ludhiana","141203","en","M2","phone"
"633602E4CA29135499486B9D23DDCBBB","1608878939","Cellular","arm64-v8a","15","Xiaomi","BSNL","in","","","","en","RedmiNote5Pro","phone"
"5313C7023DBA2BB00220DF22B26080CE","1608902163","Cellular","arm64-v8a","13","vivo","Jio","in","Uttar Pradesh","Lucknow","226016","en","vivo1820","phone"
"435B8969EE7265E1C4E53C7EB6E5F59C","1608902164","Cellular","arm64-v8a","13","vivo","Jio","in","Rajasthan","Jaipur","302012","en","vivo1904","phone"
"BA115E5088DD13C66958EEC4E9F97D4B","1608901553","Cellular","arm64-v8a","0","Oppo","Jio","in","Rajasthan","Jaipur","302012","en","Realme5s","phone"
"246558EF9AAF9599741A72DE0E16B841","1608903021","Cable/DSL","arm64-v8a","0","vivo","ACT Fibernet","in","Telangana","Hyderabad","500034","en","vivo1951","phone"
"E56EC26D502C8C66E7CD5CB4D7FEC48E","1608878818","Cellular","arm64-v8a","0","Realme","Jio","in","Punjab","Ludhiana","141007","en","X2","phone"
"F9C7B85C5D83A117F6419BC7F002B243","1608903923","Cellular","arm64-v8a","13","Oppo","Jio","in","Odisha","Bhubaneswar","752054","en","A57","phone"
"DA4D61C5DEC6237C02D691432D9C55C8","1608904025","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Bihar","Patna","800001","en","Redmi7","phone"
"0C3BF6A1E0106BD327CD12EDFA5819A3","1608904231","Cellular","arm64-v8a","0","vivo","Jio","in","Telangana","Hyderabad","500025","en","vivo1951","phone"
"A933BE0D5692B08F0E0564A2B894B7B3","1608904206","Cellular","arm64-v8a","13","vivo","Jio","in","Bihar","Patna","800001","en","vivo1816","phone"
"A016BCCF1F015DE419DE2D02A666EF55","1608904451","Cable/DSL","armeabi-v7a","0","Samsung","Digital Network Associates Private Limited","in","Maharashtra","Virar","401303","en","GalaxyM10","phone"
"B220D12588CFA77280355E37807C1179","1608314434","Cellular","arm64-v8a","13","Xiaomi","Jio","in","West Bengal","Kolkata","700034","en","RedmiNote8Pro","phone"
"2B6191B827C8B387CCF6301C6E60B66E","1608314949","Cellular","arm64-v8a","13","Xiaomi","Airtel","in","Rajasthan","Jaipur","302021","en","RedmiNote7Pro","phone"
"B391B6EBEE7ECD60A99F056C8F549975","1608315676","Cellular","arm64-v8a","13","vivo","Airtel","in","Andhra Pradesh","Gollapudi","521225","en","vivo1920","phone"
"4F38FA55DCDCE8533A191D9A26956608","1608315667","Cellular","arm64-v8a","13","Xiaomi","Jio","in","West Bengal","Kolkata","700015","en","RedmiNote5","phone"
"AA66266B20B2A45A31F2B9C49BA10688","1608316165","Cellular","arm64-v8a","13","Tecno","Jio","in","Odisha","Bhubaneswar","752116","en","TECNOLC8","phone"
"A3A72811F14E456B763ABD472DDDD2A6","1608317205","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Tamil Nadu","Chennai","600004","en","RedmiNote8Pro","phone"
"6E324A93727EDD3859BE4B2D2B904A9D","1608317268","Cellular","arm64-v8a","13","Samsung","Jio","in","Maharashtra","Mumbai","400017","en","GalaxyA50s","phone"
"5D338348D267512403C42D1B7963316C","1607828579","Cellular","arm64-v8a","13","Xiaomi","Airtel","in","Maharashtra","Pune","411001","en","RedmiNote8","phone"
"DB83D023CDDB150461C3C3F263DC7FB1","1607828666","Cellular","arm64-v8a","13","Vivo","Airtel","in","Jharkhand","Ranchi","834001","en","Y20","phone"
"3D0FD012CA972D61FDC95B71292EE012","1607829410","Cellular","arm64-v8a","13","vivo","Jio","in","Maharashtra","Pune","411002","en","vivo1919","phone"
"010797174D90E9032735E203AEEB840D","1607830656","Cellular","armeabi-v7a","13","Xiaomi","Jio","in","Manipur","Imphal","795001","en","Redmi8ADual","phone"
"30BE2B882F41DF7B930868CAB38E2976","1607831017","Cable/DSL","armeabi-v7a","13","Samsung","Hathway","in","Karnataka","Bengaluru","560002","en","GalaxyJ7Max","phone"
"10D009C32923B0CBC0EF173A382EB55B","1607831052","Cellular","arm64-v8a","13","Oppo","Jio","in","Rajasthan","Jaipur","302012","en","A52","phone"
"530E5B75B5F4AF68A64AE19ED64B8FB7","1607831086","Cellular","arm64-v8a","13","vivo","Jio","in","West Bengal","Kolkata","700040","en","vivo1901","phone"
"96B5B5140C2D80A7094D44FF8A8649A6","1607831184","Cellular","arm64-v8a","13","Motorola","Airtel","in","Uttar Pradesh","Lucknow","226401","en","motorolaoneaction","phone"
"C022FC4FF4FA5FD87CD4C38CF6F03EEC","1607831347","Cellular","arm64-v8a","13","Samsung","Jio","in","National Capital Territory of Delhi","Delhi","110054","en","GalaxyA20","phone"
"297469B337C67F1F7706C7795ADF984A","1607831425","Cellular","arm64-v8a","13","Realme","Jio","in","Rajasthan","Jaipur","302012","en","Narzo20A","phone"
"9FE0A343DC86D199779B4B469F408606","1607831524","Cellular","arm64-v8a","13","Realme","Airtel","in","Maharashtra","Mumbai","400019","en","C2","phone"
"379B594FB2263B01F5B804C06D1CCF34","1607831585","Cellular","armeabi-v7a","15","Samsung","Vodafone India","in","Gujarat","Ahmedabad","380007","gu","GalaxyJ4(2018)","phone"
"E4776EC013DBE7DE76B59A1D4219F529","1607831697","Cellular","arm64-v8a","13","vivo","Jio","in","National Capital Territory of Delhi","Delhi","110054","en","vivo1904","phone"
"A08E388F816CCE03B00EF42415314B55","1607831866","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Rajasthan","Jaipur","302001","en","Redmi5","phone"
"34DD8CE64A2FFCB53A9A33F7C41A3D88","1607831904","Cellular","armeabi-v7a","13","Xiaomi","Jio","in","Uttar Pradesh","Prayagraj","211003","en","Redmi6","phone"
"A049045130730F8F837F65711A92D691","1607932725","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Punjab","Ludhiana","141017","en","RedmiNote5Pro","phone"
"558549FD053437067A2A57C801CFD280","1607932692","Cellular","arm64-v8a","13","vivo","Vodafone India","in","Karnataka","Bengaluru","560002","en","vivo1807","phone"
"1B40C71651696AD60D2F03B8B97ED598","1607932885","Cellular","armeabi-v7a","13","Samsung","Airtel","in","Odisha","Cuttack","753012","en","GalaxyJ6","phone"
"028A9C64E8A56E13F1517AB2168541C9","1607933112","Cellular","arm64-v8a","13","Xiaomi","Vodafone India","in","Gujarat","Palanpur","385001","en","RedmiNote5","phone"
"7530D00C804A629C9A80391152650D3A","1607933252","Cellular","arm64-v8a","13","Realme","Jio","in","Haryana","Panipat","132103","en","5i","phone"
"25DB771374E15938B07494891ADA0014","1607933321","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Bihar","Patna","800001","en","RedmiNote5","phone"
"28CFBFCCC1005AD2E6DE1F45B8241018","1607933437","Cellular","arm64-v8a","13","Xiaomi","Jio","in","National Capital Territory of Delhi","Delhi","110054","hi","Redmi4A","phone"
"785328CE01DE7478AC00FDBAB83A7114","1607933623","Cellular","arm64-v8a","13","vivo","Vodafone India","in","Tamil Nadu","Madurai","625012","en","vivo1901","phone"
"30094EF1FEA07F06C7B156AB28122EFB","1607934009","Cellular","arm64-v8a","13","HTC","Airtel","in","Uttar Pradesh","Lucknow","226016","en","HTCDesire650dualsim","phone"
"2CBE0C673B6524E9F3C02C63DE476A0A","1607934148","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Rajasthan","Jaipur","302012","en","RedmiNote8Pro","phone"
"A8D483C18549CF3CD8E6CD9FFC93D130","1607934226","Cellular","arm64-v8a","13","Samsung","Jio","in","Rajasthan","Jaipur","302012","en","GalaxyA30","phone"
"0C9DC5B004F8E424704BAB03C2AA2E3E","1607934351","Cellular","arm64-v8a","13","Oppo","Jio","in","Madhya Pradesh","","","en","A312020","phone"
"F4C7DECFBA0546BD99BBA62F6C7B8278","1607934477","Cellular","arm64-v8a","13","Xiaomi","Airtel","in","West Bengal","Kolkata","700034","en","RedmiNote4","phone"
"26B696BAAC854F8BCA1A79EEDFB2B678","1607934474","Cellular","arm64-v8a","13","Panasonic","Jio","in","Himachal Pradesh","Mandi","175001","en","ELUGARay610","phone"
"603F852A18DD2BB8D64EC24DCFDBC2A0","1607934527","Cellular","arm64-v8a","13","Oppo","Airtel","in","Maharashtra","Pune","411038","en","A92020","phone"
"5D5D0C5A08B84423E94804EAD9685C39","1607934713","Cellular","arm64-v8a","13","Samsung","Jio","in","West Bengal","Kolkata","700036","en","GalaxyA30","phone"
"C1286268C97F60124D60C2199A11BAA5","1607934635","Cellular","arm64-v8a","10","Xiaomi","Jio","in","Bihar","Patna","800020","en","Narzo20","phone"
"EA94C0527D832BCBCD1DA308F23B5074","1607934909","Cellular","arm64-v8a","13","vivo","Jio","in","National Capital Territory of Delhi","Delhi","110054","en","vivo1820","phone"
"136888F4273A1E81A207AEE4393B3D14","1607935237","Cellular","armeabi-v7a","10","Lenovo","Jio","in","West Bengal","Kolkata","700059","en","LenovoA6600d40","phone"
"488299274F876D0471BF619DBC3652D7","1607935331","Cellular","arm64-v8a","13","OnePlus","Airtel","in","Jharkhand","Ranchi","834002","en","7","phone"
"03A3451400CD5721055F949C35A6DB11","1607935431","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Maharashtra","Pune","411005","en","Note9","phone"
"C75972C2B658691D13DAA159BDC9260F","1607935478","Cellular","arm64-v8a","13","vivo","Jio","in","Haryana","Karnal","132001","en","vivo1933","phone"
"51EFE284F782FF65CD187490CA7EA419","1607935930","Cellular","arm64-v8a","13","Samsung","Jio","in","National Capital Territory of Delhi","New Delhi","110008","en","GalaxyA21s","phone"
"63432BD54DE15A7DE58D18F4F8CD5FB0","1607936158","Cellular","armeabi-v7a","15","itel","Idea Cellular","in","Rajasthan","Jaipur","302021","hi","itelA41Plus","phone"
"AC74EE1A36060A770A2D99EBAAE2E353","1607331586","Cellular","armeabi-v7a","13","Xiaomi","Airtel","in","Andhra Pradesh","Anantapur","515721","en","Redmi8A","phone"
"7E197B83BAF7D705ABA5EDC47433F295","1607333087","Cellular","arm64-v8a","13","Oppo","Airtel","in","Andhra Pradesh","Tadepalle","522501","en","A5(2020)","phone"
"F47A7C7BB8F5D749CB9480F8AABDBCD3","1607334130","Cellular","arm64-v8a","13","vivo","Jio","in","Bihar","Patna","800020","en","vivo1904","phone"
"8FB4E42AB3343118F8005C0CE5661F7B","1607334625","Cellular","arm64-v8a","13","Oppo","Airtel","in","Uttar Pradesh","Lucknow","226003","en","A312020","phone"
"1DC63DC688594EDFE6952B4086A0C346","1608285758","Cellular","armeabi-v7a","13","Samsung","Jio","in","Bihar","Patna","800001","en","GalaxyOn5","phone"
"5AC85FB000B16DCFF9ECA2EFEBC157B2","1608285660","Cellular","arm64-v8a","13","vivo","Jio","in","Maharashtra","Mumbai","400070","en","vivo1917","phone"
"80DC68C5131D228A1707C289C7AF3693","1608286009","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Karnataka","Bengaluru","560002","en","Redmi4","phone"
"C207A115E226D939953C45A22C33D370","1608286173","Cellular","arm64-v8a","0","Xiaomi","Jio","in","Odisha","Bhubaneswar","751030","en","RedmiNote7S","phone"
"177B26C96D2CE02007E68FB2C672B3EA","1608286881","Cellular","arm64-v8a","13","Xiaomi","Jio","in","West Bengal","Kolkata","700059","en","Redmi8","phone"
"A0307A88DC8966C90E70905A7B10B4AA","1608287365","Cellular","arm64-v8a","13","Samsung","Jio","in","Rajasthan","Jaipur","302001","en","GalaxyA8Star","phone"
"CE9CE4DC39BE44AF77DCC33AB1CD3320","1608287453","Cellular","arm64-v8a","13","Oppo","Airtel","in","Maharashtra","Mumbai","400071","en","A92020","phone"
"642B493509B55D7D937724BE5C978A12","1608287932","Cellular","arm64-v8a","13","Realme","Jio","in","West Bengal","Kolkata","700028","en","3i","phone"
"512F4AFF819CD1EFCD0FD0C469BFFA94","1608288102","Cable/DSL","arm64-v8a","18","Samsung","Sonali Internet Services Pvt","in","Maharashtra","Mumbai","400070","en","GalaxyA50","phone"
"FD5EDC881CE521303DA0A22A9997D3C9","1608288480","Cellular","arm64-v8a","13","Oppo","Jio","in","National Capital Territory of Delhi","New Delhi","110008","en","RealmeC1","phone"
"2254A2D6599A5062236F0806083345D8","1608288439","Cellular","arm64-v8a","13","INFINIX MOBILITY LIMITED","Airtel","in","Bihar","Gaya","823001","en","InfinixX650C","phone"
"BB3FE0A77A6FF7FED70B322AA4944CCE","1608796807","Cellular","arm64-v8a","13","Oppo","Vodafone India","in","Gujarat","Surat","395005","en","A12","phone"
"80E703141629E474E1B5E69911EC4E9D","1608796851","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Tamil Nadu","Chennai","600005","en","RedmiNote5Pro","phone"
"2CD1024DC89FA0D5BF209A16736B7C98","1608798972","Cellular","arm64-v8a","0","itel","Airtel","in","Rajasthan","Jodhpur","342001","hi","itelL6005","phone"
"BA0BD59C9C005EF77FF28404C2048E65","1608796912","Cellular","arm64-v8a","13","Xiaomi","Airtel","in","Maharashtra","Pune","411030","en","RedmiNote4","phone"
"4B21F2BF6EF2006741287844F3789B51","1608796978","Cellular","arm64-v8a","13","vivo","Jio","in","Uttar Pradesh","Lucknow","226004","en","vivo1820","phone"
"29F2C70E0E56CC668DF7799C85F1EC0D","1608796975","Cellular","armeabi-v7a","13","Samsung","Airtel","in","Madhya Pradesh","Bhopal","462101","en","GalaxyJ6","phone"
"A3CA91E245EBFF9A0DA1E10B36312BAA","1608797063","Cellular","armeabi-v7a","13","HMD Global","Jio","in","Rajasthan","Jaipur","302012","en","Nokia2","phone"
"744D6EB9DFA403F365596BE29B959DA2","1608799447","Cellular","arm64-v8a","0","Xiaomi","Jio","in","Punjab","Ludhiana","142029","en","RedmiNote8","phone"
"F07C4A9A49C9378A8918F33A721697C4","1608799421","Cellular","armeabi-v7a","13","Samsung","Airtel","in","National Capital Territory of Delhi","New Delhi","110008","en","GalaxyJ7Prime","phone"
"E831D83A67AB34E2B8B440FFA0A8499A","1608799522","Cellular","arm64-v8a","13","Xiaomi","Airtel","in","West Bengal","Siliguri","734015","en","RedmiNote4","phone"
"F819124C46AC4EF35FA4FAF9ED33A6A6","1608797351","Cellular","arm64-v8a","13","vivo","Airtel","in","Maharashtra","Mumbai","400019","en","vivo1820","phone"
"497BE055D19576029D0D1EADDE9855C9","1608799459","Cellular","armeabi-v7a","13","Samsung","Jio","in","Tamil Nadu","Chennai","600118","en","GalaxyJ7Duo","phone"
"B25680F17686113D15DD62B27B9D6FC8","1608797409","Cellular","armeabi-v7a","13","Motorola","Jio","in","National Capital Territory of Delhi","Delhi","110054","en","MotoG(3rdGen)","phone"
"1E4A159D729E2353FF5FAE1D2C9BA710","1608799630","Cellular","arm64-v8a","13","vivo","Jio","in","Uttar Pradesh","Lucknow","226016","en","vivo1811","phone"
"434F7FEFFB7531983A08DF40F94BFE8C","1608797568","Cellular","arm64-v8a","0","Realme","Jio","in","West Bengal","Kolkata","700006","en","5Pro","phone"
"D47EE532FDDC727E1FD42F481B02DC73","1608797603","Cellular","armeabi-v7a","13","Samsung","Jio","in","National Capital Territory of Delhi","Delhi","110054","en","GalaxyJ2","phone"
"6D7D1EF8E8CA86D5C9A801DC0CB5A3FC","1608797761","Cable/DSL","armeabi-v7a","0","Samsung","Apollo Online Services Pvt","in","Telangana","Hyderabad","500025","en","GalaxyA10","phone"
"E1F24005FFDA0D0B30DFB5745F3DE3C7","1608797929","Cellular","arm64-v8a","0","Xiaomi","Airtel","in","Chhattisgarh","Raipur","492014","en","POCOM2Pro","phone"
"17EC3B2E9F164751E777A9CB23FCDEFD","1608800006","Cellular","arm64-v8a","0","vivo","Airtel","in","Maharashtra","Pune","411038","en","vivo1907","phone"
"02E480AF1F5AD2C7B440EBDD094FEE10","1608800016","Cellular","armeabi-v7a","13","Xiaomi","Jio","in","Kerala","Ernakulam","682019","en","Redmi4A","phone"
"84B4EB0C5EBF6A2391C67F99CD8FF59D","1608798012","Cellular","arm64-v8a","13","Samsung","Jio","in","Telangana","Hyderabad","500025","en","GalaxyA50","phone"
"33EEA1D8A0808FA2FC4668526D7AC5B7","1608798045","Cable/DSL","arm64-v8a","0","Oppo","Jio","in","Telangana","Hyderabad","500025","en","R17","phone"
"31697E2466A2BC21B03F0BB4E18036AB","1608798384","Cellular","arm64-v8a","13","Oppo","Idea Cellular","in","Uttarakhand","Ramnagar","244715","en","A37","phone"
"7157BC4C1BD784F2413E2C496B6EA4E8","1607850060","Cable/DSL","arm64-v8a","13","Xiaomi","Indusind Media and communication","in","Maharashtra","Mumbai","400078","en","RedmiNote4","phone"
"F65A714455F105E06851C1E4CF8D5375","1607849960","Cellular","arm64-v8a","13","INFINIX MOBILITY LIMITED","Jio","in","Uttar Pradesh","Lucknow","226016","en","InfinixX625C","phone"
"CC93AE92DE427A2673E1D84F1EF43229","1607850496","Cellular","arm64-v8a","13","Oppo","Jio","in","Gujarat","Ahmedabad","380001","en","Realme2Pro","phone"
"50BB3D7AC8155381C096AE30C10FB71D","1607850659","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Madhya Pradesh","Bhopal","462101","en","Redmi7","phone"
"39BD32AB825D643513AB7FCFA3B7E64B","1607851964","Cellular","armeabi-v7a","13","Xiaomi","Jio","in","Haryana","Sonipat","131001","en","Redmi6","phone"
"5629B153312DB1BE5DF5A23B562CFCB0","1607853328","Cellular","armeabi-v7a","13","Huawei","Vodafone India","in","Kerala","Kozhikode","673004","en","Y5Lite","phone"
"6D4AA4306F119F3CB5846073F2F13BBC","1607853470","Cellular","arm64-v8a","13","Realme","Jio","in","Odisha","Bhubaneswar","752101","en","Narzo","phone"
"766C09439E74DF1515DE389AF4125740","1608872395","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Odisha","Bhubaneswar","751030","en","Redmi7","phone"
"8DEFF2B7D370A39D6F777C494099893F","1608872310","Cellular","arm64-v8a","13","vivo","Airtel","in","Chhattisgarh","Raipur","492010","en","vivo1807","phone"
"C3E3738458580E47437B02D1B36C07A5","1608872599","Cellular","arm64-v8a","0","Samsung","Jio","in","Maharashtra","Pune","411030","mr","GalaxyA21s","phone"
"A5C6D5794B7DF4CA233A8DCF2ACCA129","1608872564","Cellular","armeabi-v7a","0","Tecno","Airtel","in","Himachal Pradesh","Shimla","171009","en","TECNOKE5","phone"
"FA4A210B7D0CD330C7049BE77AFFCDC7","1608873475","Cellular","arm64-v8a","13","LG","Vodafone India","in","Gujarat","Surat","395007","en","V30","phone"
"3BA7190BCB8FECA59721246021A90F1C","1608873651","Cellular","arm64-v8a","15","Oppo","BSNL","in","Gujarat","Ahmedabad","380001","en","A5s","phone"
"AAD86C23D62D1A9E6460C5C8A3287852","1608873791","Cellular","arm64-v8a","13","vivo","Airtel","in","Karnataka","Mangalore","575007","en","vivo1816","phone"
"301B0B9C863F10A927198EFE2AF44822","1608874104","Cellular","armeabi-v7a","13","Samsung","Airtel","in","Karnataka","Shimoga","577202","en","J2Core2020","phone"
"6A93E28137F42D93B774C17F47A6C8C1","1608874413","Cellular","arm64-v8a","13","vivo","Airtel","in","Odisha","Bhubaneswar","751030","en","vivo1901","phone"
"587042226FDE3F47A0B7CF44C4B8ABEC","1608875338","Cellular","arm64-v8a","0","Xiaomi","Jio","in","Uttar Pradesh","Lucknow","226017","en","Redmi8","phone"
"D7B8D6C3A87932E7675A6ED61528F195","1608875554","Cellular","armeabi-v7a","13","Samsung","Jio","in","Kerala","Kochi","682507","en","GalaxyA5","phone"
"31159B69FA76DB270C699528CC48DC05","1608822891","Cellular","armeabi-v7a","13","Xiaomi","Jio","in","Uttar Pradesh","Lucknow","226002","en","Redmi6","phone"
"10A3CE28BE5CC2B283E944C40B68370E","1608318546","Cellular","arm64-v8a","13","Xiaomi","Airtel","in","Gujarat","Ahmedabad","380007","en","Redmi4","phone"
